Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount ,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases
224,18,Male,Skirt,Clothing,100,South Dakota,L,Gold,Winter,2.9,No,Next Day Air,Yes,24,PayPal,Annually
225,33,Male,Shoes,Clothing,0,New York,L,Green,Spring,,No,Standard,Yes,40,Debit Card,Weekly
226,57,Female,Sunglasses,Accessories,76,Maine,L,Lavender,Winter,2.6,No,Store Pickup,No,28,Bank Transfer,Bi-Weekly
227,61,Female,Sandals,Footwear,54,Indiana,S,Black,Spring,2.7,No,Store Pickup,No,23,Bank Transfer,Quarterly
228,54,Male,Skirt,Clothing,36,Illinois,M,Gray,Fall,2.6,No,Standard,No,20,Venmo,Quarterly
229,24,Female,Watch,Clothing,0,New York,L,White,Winter,3,No,Standard,Yes,,Debit Card,Quarterly
230,68,Male,Pants,Clothing,44,Kansas,M,Teal,Fall,4.3,No,Next Day Air,Yes,8,Cash,Weekly
231,33,Male,Shirt,Clothing,93,Nevada,S,Brown,Fall,4.1,No,Standard,Yes,3,Venmo,Monthly
232,63,Male,Shoes,Footwear,64,Idaho,M,Purple,Summer,3.5,Yes,2-Day Shipping,Yes,31,Bank Transfer,Fortnightly
233,32,Female,Belt,Accessories,49,Delaware,M,Charcoal,Summer,4.8,No,Free Shipping,No,1,Credit Card,Every 3 Months
234,37,Male,Gloves,Accessories,90,Wyoming,M,Gray,Fall,2.6,Yes,Store Pickup,Yes,47,Debit Card,Annually
235,57,Female,Shirt,Accessories,0,New York,S,Red,Spring,2,No,Express,No,24,Debit Card,Weekly
236,69,Male,Backpack,Accessories,81,Massachusetts,XL,Gray,Winter,4.5,No,Standard,No,1,Venmo,Every 3 Months
237,21,Male,Shorts,Clothing,46,Alabama,L,Pink,Fall,4.1,Yes,2-Day Shipping,Yes,30,Debit Card,Bi-Weekly
238,37,Male,Scarf,Accessories,35,Maine,M,Orange,Winter,3.6,No,Express,No,45,Bank Transfer,Every 3 Months
239,52,Female,Dress,Clothing,88,Montana,M,Olive,Fall,3.7,No,Standard,No,30,Venmo,Monthly
240,33,Male,Sunglasses,Accessories,66,Nevada,M,Brown,Fall,2.9,No,Next Day Air,No,24,Credit Card,Weekly
241,44,Other,Laptop,Accessories,0,Chicago,S,Green,Summer,3,Yes,Standard,Yes,,Cash,Monthly
242,56,Male,Backpack,Accessories,26,New York,M,Black,Summer,4,Yes,Standard,Yes,26,Venmo,Fortnightly
243,39,Male,Hoodie,Clothing,30,Louisiana,M,Silver,Summer,3.1,Yes,Express,Yes,11,Venmo,Annually
244,46,Female,Shoes,Accessories,586,New York,M,Green,Spring,4,No,Express,No,41,PayPal,Quarterly
245,65,Female,Laptop,Clothing,773,New York,XL,Red,Summer,,Yes,Standard,Yes,50,Cash,Monthly
246,70,Male,Socks,Clothing,94,Indiana,M,White,Spring,4.7,Yes,Free Shipping,Yes,20,Debit Card,Monthly
247,58,Male,Sweater,Clothing,40,Washington,M,Olive,Summer,3.8,Yes,2-Day Shipping,Yes,2,Bank Transfer,Weekly
248,67,Male,Socks,Clothing,38,South Dakota,L,Blue,Spring,2.5,No,Store Pickup,No,35,Venmo,Quarterly
249,24,Male,Sandals,Footwear,49,Florida,M,Teal,Summer,2.6,No,Free Shipping,No,32,Bank Transfer,Annually
250,23,Male,Phone,Clothing,0,Houston,M,White,Spring,,No,Standard,Yes,,Credit Card,Quarterly
251,40,Male,Scarf,Accessories,74,Washington,S,Gray,Summer,4.4,No,Next Day Air,No,42,Credit Card,Fortnightly
252,60,Male,Backpack,Accessories,97,Arkansas,S,Gold,Fall,4.5,No,Store Pickup,No,20,Bank Transfer,Weekly
253,39,Male,Headphones,Electronics,1430,Houston,,Blue,Winter,2,No,Standard,No,,Cash,Weekly
254,56,Female,Watch,Accessories,1187,Chicago,M,Black,Autumn,,Yes,Standard,No,,Credit Card,Weekly
255,19,Other,Watch,Accessories,0,Houston,L,Red,Spring,,Yes,Standard,Yes,,Cash,Quarterly
256,21,Male,Sweater,Clothing,20,Tennessee,M,Cyan,Winter,3.4,Yes,2-Day Shipping,Yes,46,Cash,Fortnightly
257,39,Female,Jeans,Clothing,48,Tennessee,M,Silver,Summer,3.5,No,Store Pickup,No,13,PayPal,Bi-Weekly
258,49,Male,Shirt,Clothing,60,Alabama,M,Maroon,Spring,5,Yes,Standard,Yes,8,Venmo,Every 3 Months
259,32,Male,Jeans,Clothing,20,Delaware,S,Cyan,Winter,3.4,No,Express,No,30,Venmo,Weekly
260,29,Female,Blouse,Clothing,35,Wyoming,M,Orange,Fall,3.9,No,Standard,No,47,PayPal,Quarterly
261,29,Male,Shoes,Footwear,32,Minnesota,M,Maroon,Winter,4.1,No,Next Day Air,No,40,Debit Card,Annually
262,69,Other,Headphones,Clothing,1224,Chicago,M,Blue,Autumn,1,No,Standard,Yes,2,Debit Card,Quarterly
263,34,Other,Bag,Accessories,0,Phoenix,S,Red,Autumn,1,Yes,Express,No,15,PayPal,Monthly
264,45,Female,Sunglasses,Accessories,38,Wyoming,L,Olive,Winter,3.5,No,Standard,No,47,Bank Transfer,Annually
265,41,Male,Jeans,Clothing,74,South Carolina,S,Silver,Summer,3.8,Yes,Standard,Yes,15,Cash,Annually
266,44,Male,Boots,Footwear,55,New York,M,Charcoal,Summer,4.4,No,2-Day Shipping,No,47,Cash,Weekly
267,27,Female,Hat,Accessories,52,Illinois,M,Brown,Summer,3.8,No,Standard,No,28,Venmo,Monthly
268,53,Male,Skirt,Clothing,94,Wyoming,M,Gray,Spring,3.8,Yes,Standard,Yes,48,Debit Card,Every 3 Months
269,67,Female,Socks,Clothing,29,Arizona,XL,Beige,Summer,2.7,No,Next Day Air,No,14,PayPal,Annually
270,42,Male,Sandals,Footwear,98,Wyoming,M,Gold,Winter,2.6,No,Store Pickup,No,46,Bank Transfer,Every 3 Months
271,40,Male,Jacket,Outerwear,77,Colorado,L,Turquoise,Spring,4.9,Yes,Store Pickup,Yes,2,Bank Transfer,Quarterly
272,36,Male,Shirt,Clothing,87,South Carolina,L,Lavender,Fall,3.5,No,Next Day Air,No,48,Credit Card,Every 3 Months
273,56,Male,Sunglasses,Accessories,31,Minnesota,L,Orange,Winter,3.5,Yes,2-Day Shipping,Yes,27,Venmo,Quarterly
274,36,Female,Sunglasses,Accessories,30,Mississippi,S,Peach,Winter,4.9,No,Express,No,47,Credit Card,Bi-Weekly
275,57,Female,Handbag,Accessories,92,Georgia,M,Gray,Spring,3.5,No,Standard,No,40,Credit Card,Every 3 Months
276,63,Male,T-shirt,Clothing,66,Rhode Island,M,Violet,Winter,3.4,No,Free Shipping,No,19,PayPal,Fortnightly
277,51,Other,Bag,Accessories,187,Los Angeles,S,Blue,Spring,,Yes,Express,Yes,,PayPal,Weekly
278,59,Male,Blouse,Clothing,70,Kansas,M,Blue,Spring,3.3,No,2-Day Shipping,Yes,10,Debit Card,Bi-Weekly
279,48,Male,Shoes,Footwear,59,Wyoming,S,Olive,Winter,4.4,Yes,Next Day Air,Yes,27,Bank Transfer,Annually
280,68,Male,Jacket,Outerwear,56,Oregon,M,Silver,Fall,4,No,Next Day Air,Yes,4,Debit Card,Quarterly
281,30,Male,Dress,Clothing,45,Texas,M,Cyan,Summer,2.5,No,Free Shipping,Yes,25,Credit Card,Weekly
282,32,Male,Shorts,Clothing,40,New York,L,Maroon,Winter,4.2,No,Store Pickup,No,42,PayPal,Weekly
283,39,Male,Coat,Outerwear,84,Connecticut,S,Lavender,Spring,4.5,No,Store Pickup,No,21,Venmo,Fortnightly
284,64,Female,Jacket,Outerwear,53,Vermont,M,Cyan,Spring,3.4,No,Standard,No,15,Bank Transfer,Annually
285,70,Male,Coat,Outerwear,24,South Dakota,L,Silver,Summer,4.1,Yes,Express,Yes,18,PayPal,Weekly
286,22,Male,Dress,Clothing,53,Delaware,L,Gold,Summer,3.3,Yes,Next Day Air,Yes,36,Debit Card,Fortnightly
287,34,Male,Gloves,Accessories,40,Florida,M,Magenta,Spring,3.9,Yes,Next Day Air,Yes,12,Bank Transfer,Annually
288,42,Male,Hoodie,Clothing,36,Maryland,M,White,Spring,5,No,Free Shipping,No,47,Credit Card,Every 3 Months
289,65,Male,Handbag,Accessories,44,Alabama,L,Brown,Summer,3.1,No,Store Pickup,No,44,Bank Transfer,Fortnightly
290,38,Male,Jewelry,Accessories,20,Nevada,M,Red,Spring,3.6,Yes,Next Day Air,Yes,13,Credit Card,Annually
291,37,Male,Shirt,Clothing,82,Wyoming,M,Olive,Summer,4.8,Yes,Standard,Yes,37,Venmo,Quarterly
292,27,Male,Headphones,Clothing,298,Los Angeles,S,Green,Winter,5,Yes,Express,Yes,44,Cash,Quarterly
293,52,Female,Phone,Electronics,0,Phoenix,,White,Spring,,No,Express,Yes,41,Credit Card,Weekly
294,62,Female,Shoes,Clothing,1277,Chicago,M,Red,Autumn,4,Yes,Express,Yes,15,Debit Card,Quarterly
295,40,Male,Gloves,Accessories,49,West Virginia,L,Yellow,Winter,4.9,No,Next Day Air,Yes,44,Debit Card,Fortnightly
296,30,Male,Gloves,Accessories,76,Delaware,XL,Silver,Fall,3,No,Free Shipping,Yes,39,Cash,Fortnightly
297,23,Male,Pants,Clothing,74,Washington,M,Violet,Winter,4,No,Next Day Air,Yes,17,Bank Transfer,Quarterly
298,55,Male,Skirt,Clothing,25,New Hampshire,L,Violet,Fall,2.6,No,Next Day Air,Yes,47,Bank Transfer,Every 3 Months
299,37,Male,Sweater,Clothing,81,Arizona,L,Gold,Spring,3.2,No,Next Day Air,Yes,4,PayPal,Monthly
300,28,Female,Skirt,Clothing,65,Colorado,L,Teal,Summer,3.2,No,Free Shipping,No,2,Debit Card,Annually
301,59,Male,Pants,Clothing,30,South Carolina,S,Cyan,Fall,2.8,Yes,Express,Yes,8,PayPal,Fortnightly
302,63,Female,Dress,Clothing,86,California,L,Turquoise,Summer,4.3,No,Next Day Air,No,13,Bank Transfer,Annually
303,21,Male,Jewelry,Accessories,42,Georgia,L,Cyan,Spring,3.3,No,Store Pickup,Yes,40,Venmo,Annually
304,34,Female,Dress,Clothing,64,Arkansas,M,Teal,Spring,3.3,No,Store Pickup,No,35,Bank Transfer,Quarterly
305,50,Male,Phone,Electronics,0,Phoenix,,Blue,Winter,2,Yes,Express,No,44,Debit Card,Monthly
306,36,Female,Boots,Footwear,44,Connecticut,M,Gray,Summer,4.8,No,2-Day Shipping,No,46,PayPal,Every 3 Months
307,43,Male,Hat,Accessories,76,New Hampshire,L,Cyan,Winter,3.4,Yes,Store Pickup,Yes,33,Cash,Fortnightly
308,41,Male,Scarf,Accessories,31,Oklahoma,M,Brown,Fall,3.8,No,Express,No,12,PayPal,Weekly
309,68,Female,Backpack,Accessories,30,Montana,M,Indigo,Summer,4.2,No,Next Day Air,No,21,Cash,Fortnightly
310,50,Female,Backpack,Accessories,31,Indiana,M,Brown,Summer,2.9,No,Express,No,4,PayPal,Quarterly
311,22,Female,Pants,Clothing,28,Maine,M,Orange,Winter,4.3,No,Express,No,15,Cash,Monthly
312,25,Male,Gloves,Accessories,40,California,L,Turquoise,Spring,3.8,No,2-Day Shipping,No,29,PayPal,Weekly
313,35,Male,Backpack,Accessories,40,Colorado,M,Violet,Summer,4.2,No,Standard,No,28,Bank Transfer,Annually
314,24,Female,Gloves,Accessories,56,Tennessee,M,Cyan,Fall,4.3,No,Next Day Air,No,2,Cash,Every 3 Months
315,21,Male,Pants,Clothing,44,California,L,Blue,Spring,4.3,Yes,Free Shipping,Yes,22,Venmo,Monthly
316,21,Female,Boots,Footwear,67,North Carolina,M,Magenta,Winter,2.7,No,Free Shipping,No,10,Bank Transfer,Quarterly
317,24,Female,Watch,Electronics,0,New York,,Green,Autumn,,Yes,Express,Yes,,Cash,Monthly
318,24,Male,Phone,Accessories,1319,Chicago,S,Black,Spring,4,Yes,Standard,Yes,,Cash,Quarterly
319,19,Female,Blouse,Clothing,97,Texas,S,Green,Fall,3.8,No,Express,No,26,Venmo,Annually
320,67,Male,Jewelry,Accessories,81,North Dakota,S,Gray,Summer,4.2,No,Next Day Air,No,49,Credit Card,Weekly
321,60,Male,Jacket,Outerwear,25,Colorado,L,Blue,Spring,4.7,No,2-Day Shipping,Yes,11,Bank Transfer,Quarterly
322,66,Female,Hoodie,Clothing,91,North Dakota,XL,Magenta,Fall,3.8,No,Store Pickup,No,1,Credit Card,Every 3 Months
323,50,Male,Shoes,Clothing,310,Chicago,S,Black,Summer,,Yes,Standard,Yes,33,Cash,Monthly
324,27,Male,Sunglasses,Accessories,44,West Virginia,M,Cyan,Winter,3.1,No,Next Day Air,Yes,34,Bank Transfer,Weekly
325,38,Male,Skirt,Clothing,83,Missouri,M,Maroon,Winter,3.6,No,Next Day Air,No,41,Debit Card,Bi-Weekly
326,45,Female,Socks,Clothing,74,Oregon,S,Beige,Fall,2.8,No,Express,No,17,Venmo,Weekly
327,22,Male,Shirt,Clothing,34,Hawaii,S,Black,Spring,4.2,No,Store Pickup,No,35,Credit Card,Annually
328,56,Male,Gloves,Accessories,40,Colorado,M,Turquoise,Summer,2.5,Yes,Standard,Yes,33,Credit Card,Weekly
329,41,Female,Bag,Accessories,0,Los Angeles,M,White,Spring,,No,Standard,Yes,,PayPal,Quarterly
330,49,Female,Pants,Clothing,66,Nebraska,XL,Turquoise,Summer,2.8,No,Express,No,36,Cash,Monthly
331,45,Female,Hoodie,Clothing,100,New Mexico,M,Green,Spring,4.8,No,Free Shipping,No,33,Bank Transfer,Fortnightly
332,67,Male,Socks,Clothing,25,Indiana,M,Charcoal,Winter,3.7,No,Next Day Air,No,28,Debit Card,Annually
333,39,Female,Hoodie,Clothing,24,Minnesota,L,Maroon,Summer,3.8,No,Free Shipping,No,9,Venmo,Quarterly
334,53,Male,Bag,Electronics,82,Los Angeles,,Green,Summer,5,No,Standard,Yes,8,Cash,Weekly
335,44,Female,Jacket,Outerwear,93,Arizona,L,Gray,Summer,4.6,No,Free Shipping,No,17,PayPal,Every 3 Months
336,51,Female,Jacket,Outerwear,45,New York,M,Cyan,Fall,2.7,No,Free Shipping,No,39,Bank Transfer,Every 3 Months
337,32,Female,Backpack,Accessories,30,Michigan,M,Gray,Fall,2.8,No,Standard,No,43,Cash,Annually
338,24,Male,Sweater,Clothing,85,Pennsylvania,L,Orange,Summer,3.7,Yes,Standard,Yes,7,Debit Card,Weekly
339,49,Male,Bag,Accessories,1002,New York,S,Blue,Summer,3,Yes,Express,No,,Cash,Weekly
340,57,Female,Shorts,Clothing,40,New Jersey,M,Black,Fall,2.8,No,Next Day Air,No,36,Bank Transfer,Monthly
341,33,Female,Jacket,Outerwear,24,New York,M,Gold,Fall,3.3,No,Standard,No,7,Cash,Fortnightly
342,27,Male,Socks,Clothing,51,Indiana,XL,Purple,Winter,4.6,No,2-Day Shipping,No,20,Credit Card,Every 3 Months
343,58,Other,Shirt,Accessories,0,New York,L,Black,Summer,,No,Express,Yes,,Credit Card,Quarterly
344,57,Male,Laptop,Clothing,0,New York,XL,Black,Spring,,No,Standard,No,,Cash,Quarterly
345,41,Female,Pants,Clothing,82,Maine,M,Cyan,Winter,4.4,No,Store Pickup,No,18,Venmo,Monthly
346,50,Male,Gloves,Accessories,26,North Carolina,S,Violet,Summer,3.7,No,Store Pickup,No,31,PayPal,Bi-Weekly
347,31,Male,Belt,Accessories,21,Michigan,XL,Charcoal,Winter,3.7,Yes,Standard,Yes,30,Venmo,Monthly
348,59,Male,Jewelry,Accessories,31,California,L,Peach,Fall,2.7,No,Free Shipping,No,28,Venmo,Every 3 Months
349,63,Male,Hat,Accessories,82,Alabama,M,Yellow,Summer,4.7,Yes,Express,Yes,42,Debit Card,Monthly
350,40,Male,Sandals,Footwear,45,Michigan,M,Red,Winter,2.5,Yes,Free Shipping,Yes,47,Credit Card,Annually
351,42,Male,Hat,Accessories,46,Nevada,M,Yellow,Summer,3.5,Yes,Standard,Yes,11,Credit Card,Quarterly
352,23,Female,Headphones,Electronics,0,New York,,Green,Autumn,1,No,Standard,No,,Credit Card,Weekly
353,37,Male,Sweater,Clothing,97,Rhode Island,M,Orange,Winter,3.7,No,Standard,Yes,40,Bank Transfer,Weekly
354,45,Male,Jewelry,Accessories,50,New Mexico,M,Peach,Summer,2.6,Yes,Next Day Air,Yes,41,PayPal,Annually
355,20,Male,Shoes,Electronics,0,Los Angeles,,Black,Autumn,,No,Express,No,,Credit Card,Monthly
356,35,Female,Blouse,Clothing,32,Arkansas,M,Violet,Winter,2.6,No,Next Day Air,No,18,Venmo,Weekly
357,67,Male,Shoes,Footwear,96,Virginia,L,Maroon,Summer,2.6,Yes,Express,Yes,36,Credit Card,Every 3 Months
358,34,Female,Phone,Electronics,720,Los Angeles,,Blue,Spring,,No,Standard,Yes,,Debit Card,Monthly
359,69,Female,Hat,Accessories,62,Texas,XL,Peach,Fall,3.2,No,Free Shipping,No,33,Cash,Annually
360,27,Male,Shorts,Clothing,72,New Jersey,M,Lavender,Spring,3.6,No,Express,No,28,Credit Card,Annually
361,23,Male,Phone,Clothing,1068,Los Angeles,M,Red,Summer,2,Yes,Standard,No,,Credit Card,Monthly
362,56,Male,Shorts,Clothing,56,Kentucky,L,Cyan,Summer,5,Yes,Next Day Air,Yes,7,Bank Transfer,Every 3 Months
363,18,Female,Phone,Accessories,0,New York,M,Red,Spring,1,No,Express,No,,Credit Card,Quarterly
364,54,Female,Shoes,Electronics,0,Chicago,,Black,Summer,3,No,Standard,No,31,Credit Card,Monthly
365,38,Female,Gloves,Accessories,22,Idaho,M,Orange,Fall,4.7,No,Next Day Air,No,41,Bank Transfer,Quarterly
366,69,Male,Jewelry,Accessories,78,Ohio,S,Purple,Spring,5,Yes,Store Pickup,Yes,39,Bank Transfer,Monthly
367,41,Male,Pants,Clothing,71,Ohio,S,Magenta,Summer,4.8,No,2-Day Shipping,No,30,Venmo,Fortnightly
368,62,Female,Handbag,Accessories,23,Missouri,L,Gray,Spring,4.9,No,Standard,No,18,Bank Transfer,Fortnightly
369,56,Other,Watch,Clothing,117,New York,M,Black,Autumn,,No,Express,No,27,PayPal,Monthly
370,66,Female,Sunglasses,Accessories,27,Louisiana,M,Olive,Spring,4.9,No,Express,No,34,Credit Card,Every 3 Months
371,24,Other,Shirt,Accessories,0,Houston,M,Red,Summer,4,No,Standard,Yes,,Cash,Monthly
372,41,Male,Hat,Accessories,77,Montana,M,Beige,Winter,4.8,No,Free Shipping,No,8,Venmo,Monthly
373,32,Male,Gloves,Accessories,23,Missouri,M,Yellow,Summer,3.4,Yes,Next Day Air,Yes,35,Bank Transfer,Fortnightly
374,31,Male,Shirt,Clothing,62,Minnesota,M,Pink,Winter,3.8,Yes,Express,Yes,8,PayPal,Monthly
375,65,Other,Bag,Clothing,0,Chicago,S,Green,Winter,,Yes,Standard,No,,Debit Card,Monthly
376,37,Female,Dress,Clothing,99,Utah,M,Olive,Summer,3.7,No,Store Pickup,No,17,Venmo,Bi-Weekly
377,38,Male,Sneakers,Footwear,90,Utah,S,Charcoal,Summer,4.8,No,2-Day Shipping,Yes,2,Venmo,Quarterly
378,22,Female,Handbag,Accessories,90,Montana,M,Brown,Fall,4.3,No,Free Shipping,No,34,Cash,Annually
379,65,Female,Sweater,Clothing,81,Arkansas,M,Black,Fall,4.7,No,Express,No,42,Credit Card,Annually
380,19,Female,Shoes,Footwear,74,Arkansas,L,Indigo,Winter,3.1,No,2-Day Shipping,No,13,Bank Transfer,Fortnightly
381,64,Male,Shirt,Clothing,38,Wyoming,L,Orange,Spring,2.9,No,Standard,No,10,Venmo,Annually
382,22,Male,Bag,Accessories,1247,Chicago,S,Red,Spring,1,Yes,Standard,No,45,Credit Card,Monthly
383,48,Male,Shirt,Clothing,31,Illinois,L,Teal,Spring,2.6,Yes,Free Shipping,Yes,10,Debit Card,Every 3 Months
384,54,Male,Dress,Clothing,24,Mississippi,L,Olive,Spring,4,Yes,2-Day Shipping,Yes,50,Credit Card,Annually
385,63,Male,Laptop,Accessories,0,New York,M,Green,Autumn,,Yes,Standard,Yes,,PayPal,Weekly
386,25,Female,Shorts,Clothing,42,Nebraska,M,Olive,Spring,4.2,No,Store Pickup,No,28,Cash,Every 3 Months
387,27,Female,T-shirt,Clothing,23,Washington,M,Silver,Summer,3.1,No,2-Day Shipping,No,1,PayPal,Bi-Weekly
388,67,Female,Shirt,Clothing,1323,Los Angeles,L,Red,Autumn,1,No,Express,Yes,,PayPal,Weekly
389,41,Male,Pants,Clothing,56,South Carolina,M,Red,Spring,4.2,Yes,Standard,Yes,21,Debit Card,Bi-Weekly
390,51,Male,Shorts,Clothing,74,Oklahoma,L,Gold,Spring,4.4,Yes,Next Day Air,Yes,13,Bank Transfer,Weekly
391,62,Male,Sunglasses,Accessories,21,North Dakota,L,White,Summer,3.1,No,Express,Yes,47,PayPal,Monthly
392,20,Other,Shirt,Accessories,239,Houston,L,White,Summer,2,Yes,Standard,Yes,29,Cash,Quarterly
393,69,Male,Shoes,Footwear,91,Michigan,L,Violet,Summer,4.7,No,Express,No,42,PayPal,Quarterly
394,21,Male,Backpack,Accessories,24,Alaska,M,Olive,Fall,3.3,No,Standard,No,32,Venmo,Fortnightly
395,61,Female,Bag,Electronics,316,Los Angeles,,Red,Winter,1,Yes,Express,No,15,Debit Card,Monthly
396,19,Male,Gloves,Accessories,84,Massachusetts,XL,Olive,Spring,4.6,No,Standard,No,9,Bank Transfer,Fortnightly
397,35,Male,Blouse,Clothing,88,North Dakota,S,Silver,Spring,3.3,No,Next Day Air,Yes,13,Venmo,Quarterly
398,56,Other,Headphones,Electronics,685,Phoenix,,Blue,Summer,4,No,Express,Yes,,Cash,Weekly
399,31,Female,Backpack,Accessories,50,Montana,M,Maroon,Summer,4,No,2-Day Shipping,No,16,Venmo,Every 3 Months
400,34,Male,Blouse,Clothing,32,New York,L,Silver,Summer,3.1,No,Next Day Air,Yes,10,Credit Card,Annually
401,57,Female,Handbag,Accessories,29,Texas,XL,Purple,Spring,4.6,No,Standard,No,16,PayPal,Fortnightly
402,37,Female,Scarf,Accessories,21,Wyoming,XL,Lavender,Spring,2.8,No,Express,No,27,Bank Transfer,Bi-Weekly
403,35,Male,Shorts,Clothing,51,Minnesota,M,Brown,Winter,3.3,Yes,2-Day Shipping,Yes,32,Bank Transfer,Monthly
404,62,Male,Sunglasses,Accessories,98,South Dakota,M,Maroon,Fall,2.7,Yes,Express,Yes,31,Cash,Fortnightly
405,21,Female,T-shirt,Clothing,76,New Hampshire,M,Yellow,Winter,3.2,No,Standard,No,28,Cash,Annually
406,36,Male,Backpack,Accessories,64,Nebraska,M,Black,Winter,4.6,Yes,Store Pickup,Yes,41,Debit Card,Every 3 Months
407,20,Male,Shoes,Footwear,21,Hawaii,M,Gold,Summer,4.8,No,Express,Yes,6,Venmo,Every 3 Months
408,55,Male,Blouse,Clothing,30,Maryland,XL,Gray,Fall,3,No,Free Shipping,Yes,31,Venmo,Annually
409,51,Male,Blouse,Clothing,84,Connecticut,M,Purple,Spring,2.8,No,Standard,No,40,Cash,Every 3 Months
410,32,Male,Sweater,Clothing,36,Vermont,L,Pink,Fall,3.8,No,Express,Yes,26,Cash,Quarterly
411,22,Male,Socks,Clothing,76,Massachusetts,L,Pink,Summer,4.4,No,Free Shipping,Yes,6,Cash,Bi-Weekly
412,53,Female,Shorts,Clothing,56,Idaho,S,Cyan,Spring,3.9,No,Free Shipping,No,49,Bank Transfer,Fortnightly
413,51,Male,Boots,Footwear,26,Massachusetts,L,Teal,Spring,4.2,Yes,Standard,Yes,27,Debit Card,Every 3 Months
414,43,Female,Boots,Footwear,96,Michigan,XL,Olive,Fall,4.8,No,Express,No,20,Bank Transfer,Annually
415,32,Male,Shorts,Clothing,24,Iowa,M,Magenta,Summer,2.7,Yes,Express,Yes,18,Venmo,Quarterly
416,42,Female,Hoodie,Clothing,88,Arizona,M,Gold,Fall,3.1,No,Free Shipping,No,5,PayPal,Monthly
417,40,Male,Sweater,Clothing,32,South Carolina,M,Turquoise,Fall,4,No,Next Day Air,No,37,Venmo,Every 3 Months
418,26,Other,Headphones,Accessories,20,Houston,S,White,Spring,,Yes,Standard,Yes,26,Cash,Weekly
419,57,Male,Skirt,Clothing,62,Illinois,S,Red,Spring,3.2,No,Express,Yes,33,Cash,Bi-Weekly
420,48,Other,Bag,Electronics,0,Los Angeles,,Blue,Summer,,No,Standard,Yes,26,Debit Card,Weekly
421,55,Other,Bag,Electronics,0,Phoenix,,White,Spring,3,Yes,Express,No,,Debit Card,Weekly
422,28,Male,T-shirt,Clothing,45,California,S,Magenta,Spring,2.9,Yes,Store Pickup,Yes,8,Credit Card,Quarterly
423,43,Female,Sunglasses,Accessories,74,New Hampshire,L,Red,Fall,3.9,No,Next Day Air,No,29,Debit Card,Monthly
424,65,Female,Handbag,Accessories,41,Hawaii,S,Violet,Fall,4,No,Next Day Air,No,50,Venmo,Monthly
425,55,Male,Sweater,Clothing,32,Arkansas,S,Turquoise,Fall,4.5,No,Standard,Yes,1,PayPal,Monthly
426,56,Female,Boots,Footwear,40,Oklahoma,L,Yellow,Fall,4.1,No,Standard,No,42,Credit Card,Quarterly
427,21,Male,Shirt,Clothing,36,Wisconsin,L,Orange,Summer,4.9,No,Express,Yes,2,Cash,Weekly
428,28,Female,Shirt,Accessories,0,Houston,L,Red,Winter,4,No,Standard,No,29,Cash,Quarterly
429,49,Male,Shorts,Clothing,72,Vermont,S,Gray,Fall,2.7,No,Free Shipping,Yes,43,Debit Card,Quarterly
430,35,Male,Hoodie,Clothing,38,Georgia,M,Gold,Winter,2.9,No,2-Day Shipping,No,9,Credit Card,Every 3 Months
431,37,Male,Blouse,Clothing,78,Idaho,M,Violet,Spring,4.4,No,Free Shipping,No,20,PayPal,Annually
432,42,Male,Shoes,Footwear,72,Delaware,S,Teal,Winter,3.3,No,Free Shipping,No,21,PayPal,Weekly
433,41,Male,Belt,Accessories,42,Connecticut,M,Yellow,Winter,2.5,Yes,2-Day Shipping,Yes,11,Venmo,Annually
434,19,Male,Belt,Accessories,54,Minnesota,L,Blue,Summer,4.4,Yes,2-Day Shipping,Yes,17,Bank Transfer,Quarterly
435,70,Female,Hat,Accessories,41,Kansas,S,Gold,Spring,3.2,No,Free Shipping,No,17,PayPal,Every 3 Months
436,36,Female,Dress,Clothing,30,Colorado,L,Peach,Winter,4.7,No,Free Shipping,No,6,Bank Transfer,Quarterly
437,44,Female,Headphones,Accessories,742,Chicago,L,Black,Autumn,,No,Standard,No,,Cash,Monthly
438,52,Female,Jewelry,Accessories,63,Nebraska,L,Peach,Spring,4.4,No,Standard,No,50,Venmo,Annually
439,38,Female,Pants,Clothing,77,Hawaii,L,Purple,Spring,2.8,No,Free Shipping,No,29,Bank Transfer,Quarterly
440,67,Male,Coat,Outerwear,35,Alaska,S,Green,Winter,4.4,Yes,Store Pickup,Yes,9,PayPal,Every 3 Months
441,68,Male,Shoes,Footwear,20,Connecticut,L,Turquoise,Winter,2.6,Yes,Store Pickup,Yes,13,Venmo,Monthly
442,56,Male,Pants,Clothing,80,Nevada,L,Black,Spring,,Yes,Standard,Yes,27,Cash,Weekly
443,20,Female,Blouse,Clothing,96,Wisconsin,M,Magenta,Fall,3.1,No,Next Day Air,No,11,Bank Transfer,Bi-Weekly
444,65,Female,Jacket,Outerwear,32,Arkansas,S,Indigo,Fall,4.4,No,Standard,No,20,Cash,Annually
445,22,Female,Jewelry,Accessories,60,New Hampshire,M,Magenta,Winter,3,No,Next Day Air,No,39,Cash,Every 3 Months
446,42,Female,Belt,Accessories,65,Idaho,M,Teal,Fall,3.5,No,Standard,No,16,PayPal,Annually
